p_code,mmi_max,total_population,index_cnt_vdc,index_rate_vdc,index_den_vdc
E-MEC-01-027,4.93,1621,5.3,7.5,5.9
E-MEC-01-028,3.5,1701,2.9,5.2,5.4
E-MEC-01-029,4.97,3476,5.3,7.1,6.8
E-MEC-01-030,3.5,1303,2.9,5.4,5
E-MEC-01-031,4.53,3530,4.8,6.6,6.8
E-MEC-01-032,4.67,14974,5,6,7
E-MEC-01-033,4.58,2413,4.9,6.9,6.8
E-MEC-01-034,3.5,1048,2.9,5.5,5.6
E-MEC-01-035,4.69,3813,5,6.8,6.7
E-MEC-01-036,4.59,2594,4.9,6.8,7.2
E-MEC-01-037,4.77,2410,5.1,7.1,6.8
E-MEC-01-038,4.57,1461,4.9,7.1,7.2
E-MEC-01-039,3.5,2133,2.9,5.1,5.6
E-MEC-01-040,3.5,2250,2.9,5.1,5
E-MEC-01-041,3.5,2093,2.9,5.1,5.6
E-MEC-01-042,3.5,1754,2.9,5.2,4.5
E-MEC-01-043,3.5,1460,2.9,5.3,4
E-MEC-01-044,3.5,2227,2.9,5.1,5.2
E-MEC-01-045,4.31,3386,4.5,6.3,6.6
E-MEC-01-046,4.73,2476,5.1,7,6.7
E-MEC-01-047,4.48,2496,4.7,6.7,6.7
E-MEC-01-048,3.5,2267,2.9,5.1,5.5
E-MEC-01-049,4.34,1703,4.5,6.7,6.6
E-MEC-01-050,3.5,730,2.9,5.7,3.9
E-MEC-02-001,4.56,3244,4.7,6.5,6.7
E-MEC-02-002,4.43,5701,4.5,6.1,6.5
E-MEC-02-003,4.33,3672,4.4,6.2,6.4
E-MEC-02-004,4.55,6343,4.7,6.2,6.5
E-MEC-02-005,4.4,6893,4.5,5.9,6.4
E-MEC-02-006,3.5,3650,2.8,4.7,5.3
E-MEC-02-007,4.46,3825,4.6,6.3,6.8
E-MEC-02-008,3.5,2272,2.8,4.9,4.6
E-MEC-02-009,4.51,2990,4.6,6.5,6.5
E-MEC-02-010,3.5,5271,2.8,4.5,4.9
E-MEC-02-011,3.5,2200,2.8,5,5.4
E-MEC-02-012,3.5,3261,2.8,4.7,4.4
E-MEC-02-013,4.43,2911,4.5,6.4,6.4
E-MEC-02-014,4.42,3788,4.5,6.3,6.7
E-MEC-02-015,4.47,4405,4.6,6.3,6.4
E-MEC-02-016,3.5,5412,2.8,4.5,4.8
E-MEC-02-017,4.72,2450,4.9,6.9,7.1
E-MEC-02-018,4.47,3692,4.6,6.4,6.5
E-MEC-02-019,4.46,4728,4.6,6.2,6.3
E-MEC-02-020,3.5,4654,2.8,4.6,4.6
E-MEC-02-021,3.5,4141,2.8,4.6,5.1
E-MEC-02-022,3.5,6712,2.8,4.4,5
E-MEC-02-023,4.5,4128,4.6,6.3,6.7
E-MEC-02-024,4.38,2536,4.4,6.4,6.6
E-MEC-02-025,3.5,3891,2.8,4.7,4.9
E-MEC-02-026,4.28,4878,4.3,6,6.3
E-MEC-02-027,3.5,4338,2.8,4.6,5.1
E-MEC-02-028,4.38,4043,4.4,6.2,6.7
E-MEC-02-029,4.47,17399,4.6,5.6,6.4
E-MEC-02-030,3.5,4390,2.8,4.6,4.7
E-MEC-02-031,4.44,4200,4.5,6.3,6.6
E-MEC-02-032,4.71,4985,4.9,6.5,6.6
E-MEC-02-033,3.5,7065,2.8,4.4,4.8
E-MEC-02-034,4.41,5560,4.5,6.1,6.3
E-MEC-02-035,3.5,4588,2.8,4.6,4.6
E-MEC-02-036,3.5,3544,2.8,4.7,5.2
E-MEC-02-037,4.31,4799,4.3,6,6.2
E-MEC-02-038,4.5,3217,4.6,6.5,6.6
E-MEC-02-039,3.5,4716,2.8,4.6,5.2
E-MEC-02-040,3.5,5775,2.8,4.5,5
E-MEC-02-041,4.6,4224,4.8,6.5,6.6
E-MEC-03-001,4.34,4730,5.6,7.2,7.5
E-MEC-03-002,4.7,10012,6.1,7.3,7.2
E-MEC-03-003,3.5,6424,4,5.5,6.3
E-MEC-03-004,3.5,5891,4,5.6,5.9
E-MEC-03-005,3.5,5427,4,5.6,5.9
E-MEC-03-006,5.09,17324,6.5,7.4,7.8
E-MEC-03-007,3.5,14302,4,5.1,5.3
E-MEC-03-008,3.5,4272,4,5.7,6.1
E-MEC-03-009,4.32,5098,5.6,7.1,7.2
E-MEC-03-010,3.5,4851,4,5.7,6.1
E-MEC-03-011,3.5,4334,4,5.7,5.9
E-MEC-03-012,4.36,3393,5.6,7.4,7.6
E-MEC-03-013,3.5,4978,4,5.7,6.1
E-MEC-03-014,3.5,4841,4,5.7,6.1
E-MEC-03-015,3.5,18633,4,5,6
E-MEC-03-016,3.5,3200,4,5.9,6
E-MEC-03-017,3.5,4718,4,5.7,5.9
E-MEC-03-018,3.5,6734,4,5.5,5.7
E-MEC-03-019,3.5,3422,4,5.9,5.8
E-MEC-03-020,3.5,7290,4,5.5,6
E-MEC-03-021,3.5,4925,4,5.7,5.9
E-MEC-03-022,3.5,9203,4,5.3,5.7
E-MEC-03-023,4.43,2456,5.7,7.7,8
E-MEC-03-024,3.5,3149,4,5.9,6
E-MEC-03-025,3.5,10404,4,5.3,5.4
E-MEC-03-026,3.5,3469,4,5.9,5.7
E-MEC-03-027,3.5,4348,4,5.7,5.8
E-MEC-03-028,3.5,6692,4,5.5,6
E-MEC-03-029,3.5,5752,4,5.6,6
E-MEC-03-030,3.5,4743,4,5.7,6.1
E-MEC-03-031,3.5,8486,4,5.4,6
E-MEC-03-032,3.5,8271,4,5.4,6
E-MEC-03-033,4.34,5047,5.6,7.2,7.4
E-MEC-03-034,3.5,11264,4,5.2,6
E-MEC-03-035,4.55,3638,5.9,7.6,7.9
E-MEC-03-036,3.5,2927,4,5.9,6.1
E-MEC-03-037,3.5,2755,4,6,6.1
E-MEC-03-038,4.83,3496,6.2,7.9,7.9
E-MEC-03-039,3.5,4045,4,5.8,6.1
E-MEC-03-040,3.5,4652,4,5.7,6.1
E-MEC-03-041,3.5,5679,4,5.6,6
E-MEC-03-042,3.5,4923,4,5.7,6.1
E-MEC-03-043,3.5,5158,4,5.6,5.7
E-MEC-03-044,3.5,4626,4,5.7,6.1
E-MEC-03-045,3.5,3590,4,5.8,6
E-MEC-03-046,3.5,3324,4,5.9,6.1
E-MEC-03-047,3.5,4889,4,5.7,6.1
E-MEC-03-048,3.5,3584,4,5.8,6.3
E-MEC-03-049,3.5,2563,4,6,6.3
E-MEC-04-001,3.5,42712,4.1,4.7,6.3
E-MEC-04-002,3.5,20103,4.1,5.1,6.1
E-MEC-04-003,3.5,23822,4.1,5,5.8
E-MEC-04-004,3.5,5640,4.1,5.7,6.1
E-MEC-04-005,3.5,5535,4.1,5.7,6.6
E-MEC-04-006,3.5,6458,4.1,5.7,6.4
E-MEC-04-007,3.5,18164,4.1,5.1,6.6
E-MEC-04-008,3.5,22936,4.1,5,6.1
E-MEC-04-009,3.5,10202,4.1,5.4,6.2
E-MEC-04-010,3.5,18949,4.1,5.1,6.2
E-MEC-04-011,3.5,17462,4.1,5.1,6.3
E-MEC-04-012,5.28,75102,6.8,6.9,8.1
E-MEC-04-013,3.5,7761,4.1,5.6,6.2
E-MEC-04-014,3.5,9820,4.1,5.4,6.4
E-MEC-04-015,3.5,14091,4.1,5.3,6
E-MEC-04-016,3.5,10697,4.1,5.4,6.1
E-MEC-04-017,3.5,21704,4.1,5,5.9
E-MEC-04-018,5.26,14771,6.8,7.7,8.4
E-MEC-04-019,5.27,10673,6.8,7.9,8.5
E-MEC-04-020,3.5,12671,4.1,5.3,6.2
E-MEC-04-021,3.5,6978,4.1,5.6,6.1
E-MEC-04-022,3.5,7650,4.1,5.6,6.3
E-MEC-04-023,3.5,7920,4.1,5.6,6.3
E-MEC-04-024,3.5,13363,4.1,5.3,5.6
E-MEC-04-025,5.26,11635,6.8,7.9,8.5
E-MEC-04-026,3.5,9853,4.1,5.4,6.1
E-MEC-04-027,3.5,5957,4.1,5.7,6.4
E-MEC-04-028,5.3,9469,6.8,8,8.6
E-MEC-04-029,3.5,15031,4.1,5.2,5.8
E-MEC-04-030,5.32,10326,6.9,8,8.4
E-MEC-04-031,3.5,6026,4.1,5.7,6.2
E-MEC-04-032,3.5,9585,4.1,5.5,6.1
E-MEC-04-033,5.29,20419,6.8,7.6,8.3
E-MEC-04-034,3.5,6866,4.1,5.6,6.2
E-MEC-04-035,5.31,10661,6.9,7.9,8.6
E-MEC-04-036,3.5,13136,4.1,5.3,6
E-MEC-04-037,3.5,57545,4.1,4.5,5.8
E-MEC-04-038,3.5,10816,4.1,5.4,6.2
E-MEC-04-039,3.5,4358,4.1,5.9,6.6
E-MEC-04-040,3.5,10252,4.1,5.4,6.2
E-MEC-04-041,3.5,15284,4.1,5.2,6.2
E-MEC-04-042,3.5,15690,4.1,5.2,6
E-MEC-04-043,3.5,25071,4.1,5,6.1
E-MEC-04-044,3.5,26171,4.1,4.9,5.8
E-MEC-04-045,3.5,18649,4.1,5.1,5.8
E-MEC-04-046,3.5,14761,4.1,5.2,5.9
E-MEC-04-047,3.5,13518,4.1,5.3,6
E-MEC-04-048,3.5,27470,4.1,4.9,5.8
E-MEC-04-049,3.5,10255,4.1,5.4,6.2
E-MEC-04-050,5.26,23946,6.8,7.5,8.1
E-SAG-11-001,5.56,4844,6.7,8.2,8
E-SAG-11-002,5.78,3256,6.9,8.6,8.5
E-SAG-11-003,5.93,1575,7,9.1,7.8
E-SAG-11-004,6.06,1294,7.1,9.2,8.5
E-SAG-11-005,5.67,4520,6.8,8.4,7.7
E-SAG-11-006,6.03,2012,7.1,9,9
E-SAG-11-007,5.75,3709,6.9,8.5,7.3
E-SAG-11-008,5.62,3767,6.8,8.4,7.2
E-SAG-11-009,5.36,4130,6.6,8.2,8.4
E-SAG-11-010,5.63,2047,6.8,8.7,8.7
E-SAG-11-011,6.01,2228,7.1,8.9,8.3
E-SAG-11-012,5.85,1347,7,9.1,8.5
E-SAG-11-013,5.36,4244,6.6,8.2,7.6
E-SAG-11-014,5.64,3352,6.8,8.5,7.9
E-SAG-11-015,5.68,3791,6.8,8.4,8.5
E-SAG-11-016,5.58,3790,6.8,8.4,8.2
E-SAG-11-017,5.44,2052,6.6,8.6,8.8
E-SAG-11-018,5.99,1912,7.1,9,7.1
E-SAG-11-019,5.78,3602,6.9,8.5,8.5
E-SAG-11-020,5.85,1035,7,9.2,8.6
E-SAG-11-021,5.6,3552,6.8,8.4,8.4
E-SAG-11-022,5.46,2617,6.7,8.5,8.1
E-SAG-11-023,5.44,2442,6.6,8.5,8.7
E-SAG-11-024,6.09,1540,7.1,9.2,7.4
E-SAG-11-025,5.44,3409,6.6,8.3,8.6
E-SAG-11-026,5.32,3731,6.5,8.2,8.7
E-SAG-11-027,5.45,2197,6.7,8.6,8.6
E-SAG-11-028,5.51,1508,6.7,8.8,8.7
E-SAG-11-029,5.69,6590,6.8,8.2,8.2
E-SAG-11-030,5.67,5065,6.8,8.3,8.3
E-SAG-11-031,5.38,5834,6.6,8,8.1
E-SAG-11-032,5.86,2177,7,8.9,7.8
E-SAG-11-033,6.05,2026,7.1,9,8.5
E-SAG-11-034,5.58,3924,6.8,8.4,8.5
E-SAG-12-001,5.53,2390,6,7.9,8.2
E-SAG-12-002,5.46,2177,6,7.9,8.1
E-SAG-12-003,5.93,3987,6.3,8,7.9
E-SAG-12-004,5.61,2846,6.1,7.9,8
E-SAG-12-005,5.71,3388,6.2,7.9,8.1
E-SAG-12-006,5.57,2106,6.1,8,8.2
E-SAG-12-007,5.4,2999,5.9,7.7,7.9
E-SAG-12-008,5.95,1582,6.3,8.4,8.1
E-SAG-12-009,5.77,2157,6.2,8.2,8.3
E-SAG-12-010,5.98,2311,6.4,8.3,8.2
E-SAG-12-011,5.65,2763,6.1,8,8.1
E-SAG-12-012,5.45,2236,6,7.9,8
E-SAG-12-013,5.93,3637,6.3,8,8.2
E-SAG-12-014,6.06,3544,6.4,8.1,8.4
E-SAG-12-015,6.28,2943,6.6,8.3,8.6
E-SAG-12-016,5.96,2578,6.4,8.2,8.2
E-SAG-12-017,5.74,1762,6.2,8.3,7.9
E-SAG-12-018,5.69,2126,6.2,8.1,8.4
E-SAG-12-019,6.04,2036,6.4,8.4,8.3
E-SAG-12-020,6.11,1628,6.5,8.5,8.5
E-SAG-12-021,5.92,4229,6.3,7.9,8.1
E-SAG-12-022,5.54,2884,6,7.9,8
E-SAG-12-023,6.13,1293,6.5,8.7,8.6
E-SAG-12-024,6.15,3493,6.5,8.2,8
E-SAG-12-025,5.42,1724,6,8,8.1
E-SAG-12-026,5.76,2417,6.2,8.1,8.4
E-SAG-12-027,5.7,2467,6.2,8.1,8.2
E-SAG-12-028,5.62,3157,6.1,7.9,7.9
E-SAG-12-029,5.58,3079,6.1,7.9,8.1
E-SAG-12-030,5.4,1901,5.9,8,8
E-SAG-12-031,5.88,3405,6.3,8,8
E-SAG-12-032,6.35,1519,6.6,8.7,8.9
E-SAG-12-033,5.72,4963,6.2,7.7,8.4
E-SAG-12-034,6.27,5231,6.6,8,8.2
E-SAG-12-035,5.98,3514,6.4,8.1,7.7
E-SAG-12-036,6.34,3028,6.6,8.4,8.3
E-SAG-12-037,5.41,1439,5.9,8.1,8.4
E-SAG-12-038,5.82,1226,6.3,8.5,8.8
E-SAG-12-039,5.74,2039,6.2,8.2,8.2
E-SAG-12-040,6.21,3701,6.5,8.2,8.3
E-SAG-12-041,6.09,1854,6.4,8.5,8.6
E-SAG-12-042,5.53,2197,6,8,8.1
E-SAG-12-043,6.06,1553,6.4,8.5,8.5
E-SAG-12-044,5.54,2707,6,7.9,8.4
E-SAG-12-045,5.54,1664,6,8.1,8.4
E-SAG-12-046,5.52,1444,6,8.2,8.4
E-SAG-12-047,5.92,2856,6.3,8.1,8.2
E-SAG-12-048,6.32,2099,6.6,8.5,8.6
E-SAG-12-049,5.83,4166,6.3,7.9,7.9
E-SAG-12-050,5.32,1996,5.9,7.9,7.9
E-SAG-12-051,6.32,2044,6.6,8.5,8.8
E-SAG-12-052,5.59,2828,6.1,7.9,8.1
E-SAG-12-053,5.72,2688,6.2,8,8
E-SAG-12-054,5.4,3070,5.9,7.7,8.2
E-SAG-12-055,5.67,3050,6.1,7.9,8.1
E-SAG-12-056,6.31,2703,6.6,8.4,8.7
E-SAG-13-001,5.25,2995,5.5,7.3,7.5
E-SAG-13-002,5.29,3344,5.5,7.3,7.4
E-SAG-13-003,5.42,1477,5.7,7.8,7.9
E-SAG-13-004,5.02,2464,5.3,7.2,7.5
E-SAG-13-005,5.59,2838,5.8,7.6,7.6
E-SAG-13-006,5.54,2909,5.8,7.6,7.7
E-SAG-13-007,5.1,3261,5.4,7.2,7.5
E-SAG-13-008,5.2,2876,5.5,7.3,7.6
E-SAG-13-009,5.06,3830,5.3,7,7.1
E-SAG-13-010,5.05,1569,5.3,7.5,7.9
E-SAG-13-011,5.11,3977,5.4,7.1,7.1
E-SAG-13-012,5.5,2542,5.7,7.6,7.8
E-SAG-13-013,5.61,4538,5.8,7.4,7.7
E-SAG-13-014,5.05,1965,5.3,7.4,7.3
E-SAG-13-015,5.08,2353,5.4,7.3,7.7
E-SAG-13-016,4.97,1103,5.2,7.6,7.6
E-SAG-13-017,4.98,4422,5.3,6.9,7.3
E-SAG-13-018,4.96,2906,5.2,7.1,7.1
E-SAG-13-019,5.57,2786,5.8,7.6,7.7
E-SAG-13-020,5.03,2734,5.3,7.2,7.2
E-SAG-13-021,5.12,2562,5.4,7.3,7.6
E-SAG-13-022,4.94,2161,5.2,7.2,7.3
E-SAG-13-023,5.36,2726,5.6,7.5,7.4
E-SAG-13-024,5.28,8867,5.5,6.8,7.5
E-SAG-13-025,5.64,2465,5.8,7.7,7.5
E-SAG-13-026,5.1,1878,5.4,7.5,7.5
E-SAG-13-027,5.06,5548,5.3,6.9,7.2
E-SAG-13-028,5.31,1669,5.6,7.7,7.9
E-SAG-13-029,5.52,2662,5.7,7.6,7.8
E-SAG-13-030,5.46,3597,5.7,7.4,7.4
E-SAG-13-031,4.96,2176,5.2,7.2,7.2
E-SAG-13-032,5.34,2233,5.6,7.6,7.7
E-SAG-13-033,5.08,2886,5.4,7.2,7.4
E-SAG-13-034,5.18,2539,5.4,7.4,7.8
E-SAG-13-035,5.35,1307,5.6,7.8,7.8
E-SAG-13-036,4.83,1694,5.1,7.2,7.4
E-SAG-13-037,5.21,3192,5.5,7.3,7.5
E-SAG-13-038,5.16,3499,5.4,7.2,7.3
E-SAG-13-039,5.32,2157,5.6,7.6,7.7
E-SAG-13-040,5.28,1841,5.5,7.6,7.7
E-SAG-13-041,5.01,2088,5.3,7.3,7.3
E-SAG-13-042,5.02,1996,5.3,7.3,7.4
E-SAG-13-043,5.23,1931,5.5,7.5,7.7
E-SAG-13-044,5.12,2858,5.4,7.3,7.5
E-SAG-13-045,5.36,2717,5.6,7.5,7.5
E-SAG-13-046,5.12,3590,5.4,7.1,7.2
E-SAG-13-047,4.94,2269,5.2,7.2,7.2
E-SAG-13-048,5.3,1895,5.6,7.6,7.6
E-SAG-13-049,5.29,2767,5.5,7.4,7.7
E-SAG-13-050,5.29,2278,5.5,7.5,7.8
E-SAG-13-051,5.04,4090,5.3,7,7.4
E-SAG-13-052,5,1410,5.3,7.5,7.5
E-SAG-13-053,5.24,3009,5.5,7.3,7.6
E-SAG-13-054,4.97,1967,5.2,7.3,7.6
E-SAG-13-055,5.19,1596,5.5,7.6,7.8
E-SAG-13-056,5.19,3872,5.5,7.2,7.2
E-SAG-13-057,5.14,2355,5.4,7.4,7.2
E-SAG-13-058,5.2,3264,5.5,7.3,6.9
E-SAG-13-059,5.3,2330,5.6,7.5,7.8
E-SAG-13-060,5.27,3747,5.5,7.2,7
E-SAG-13-061,5.27,2525,5.5,7.4,7.4
E-SAG-13-062,5.19,833,5.5,7.9,7.7
E-SAG-13-063,4.97,2510,5.2,7.2,7.4
E-SAG-13-064,5.28,2136,5.5,7.5,7.7
E-SAG-13-065,4.97,2859,5.2,7.1,7.4
E-SAG-13-066,5.35,1507,5.6,7.8,7.7
E-SAG-13-067,5.3,2076,5.6,7.6,7.9
E-SAG-13-068,4.86,2383,5.1,7.1,7.4
E-SAG-13-069,5.03,2726,5.3,7.2,7.4
E-SAG-13-070,5.14,3169,5.4,7.2,7.5
E-SAG-13-071,5.34,2444,5.6,7.5,7
E-SAG-13-072,5.02,2195,5.3,7.3,7.2
E-SAG-13-073,5.07,3521,5.3,7.1,7.4
E-SAG-13-074,4.98,2271,5.3,7.2,7.3
E-SAG-13-075,4.92,2555,5.2,7.1,7
E-SAG-13-076,5.2,2938,5.5,7.3,7.5
E-SAG-14-001,5.13,4494,6,7.6,7.7
E-SAG-14-002,5.23,2298,6.1,8,7.9
E-SAG-14-003,5.28,2904,6.1,7.9,8
E-SAG-14-004,5.39,4482,6.2,7.8,7.8
E-SAG-14-005,5.36,2266,6.2,8.1,8.2
E-SAG-14-006,5.77,10106,6.5,7.7,8.1
E-SAG-14-007,5.76,13812,6.5,7.5,8.2
E-SAG-14-008,5.1,3039,6,7.8,7.8
E-SAG-14-009,5.18,3882,6.1,7.7,7.6
E-SAG-14-010,5.28,2357,6.1,8.1,8
E-SAG-14-011,5.83,11331,6.6,7.6,7.8
E-SAG-14-012,5.6,3457,6.4,8.1,8.2
E-SAG-14-013,5.31,3256,6.2,7.9,8
E-SAG-14-014,5.25,3864,6.1,7.8,7.7
E-SAG-14-015,5.21,2180,6.1,8,7.9
E-SAG-14-016,5.8,6665,6.6,7.9,7.8
E-SAG-14-017,6.3,19284,6.9,7.7,8.1
E-SAG-14-018,5.24,5790,6.1,7.6,7.2
E-SAG-14-019,5.14,4350,6,7.6,7.6
E-SAG-14-020,5.15,2918,6,7.8,7.8
E-SAG-14-021,5.59,3259,6.4,8.1,8.1
E-SAG-14-022,5.33,2429,6.2,8.1,8.1
E-SAG-14-023,5.54,2698,6.4,8.2,8.3
E-SAG-14-024,5.21,5163,6.1,7.6,7.5
E-SAG-14-025,5.26,2192,6.1,8.1,7.8
E-SAG-14-026,5.42,2722,6.3,8.1,8.1
E-SAG-14-027,5.8,9282,6.6,7.7,7.7
E-SAG-14-028,5.13,3208,6,7.8,7.8
E-SAG-14-029,5.21,7630,6.1,7.4,7.5
E-SAG-14-030,5.68,7859,6.5,7.7,7.7
E-SAG-14-031,5.37,3665,6.2,7.9,8
E-SAG-14-032,5.17,2678,6,7.9,7.3
E-SAG-14-033,5.62,3755,6.4,8.1,8
E-SAG-14-034,5.16,3770,6,7.7,7.6
E-SAG-14-035,5.67,4409,6.5,8,8
E-SAG-14-036,5.85,5673,6.6,8,8.1
E-SAG-14-037,5.22,2344,6.1,8,8.1
E-SAG-14-038,5.87,10152,6.6,7.7,7.9
E-SAG-14-039,5.48,5750,6.3,7.8,7.9
E-SAG-14-040,5.47,2490,6.3,8.2,8.1
E-SAG-14-041,5.81,21281,6.6,7.3,7.6
E-SAG-14-042,6.4,8839,7,8.1,8
E-SAG-14-043,5.92,70000,6.6,6.8,7.2
E-SAG-14-044,5.74,8860,6.5,7.7,7.7
E-SAG-14-045,5.66,2586,6.5,8.3,8.2
E-SAG-15-001,5.91,5006,6.1,7.6,8.4
E-SAG-15-002,5.98,5300,6.1,7.6,8.5
E-SAG-15-003,5.8,4643,6,7.6,8.7
E-SAG-15-004,5.91,4597,6.1,7.7,7.9
E-SAG-15-005,5.74,8365,6,7.2,7.5
E-SAG-15-006,5.84,8068,6.1,7.3,8.5
E-SAG-15-007,5.98,4012,6.1,7.8,8.7
E-SAG-15-008,6.01,4424,6.2,7.8,8.7
E-SAG-15-009,5.9,3388,6.1,7.8,8.6
E-SAG-15-010,5.91,5757,6.1,7.6,8.5
E-SAG-15-011,5.78,4680,6,7.6,8.7
E-SAG-15-012,5.89,5458,6.1,7.6,8.5
E-SAG-15-013,5.92,3151,6.1,7.9,8.5
E-SAG-15-014,5.85,3666,6.1,7.7,8.8
E-SAG-15-015,5.82,5011,6,7.6,8.8
E-SAG-15-016,6.08,4366,6.2,7.8,8.6
E-SAG-15-017,5.91,5807,6.1,7.5,8.4
E-SAG-15-018,5.81,5022,6,7.6,8.5
E-SAG-15-019,5.82,6119,6,7.5,7.7
E-SAG-15-020,5.88,7124,6.1,7.4,7.8
E-SAG-15-021,5.99,4016,6.2,7.8,9
E-SAG-15-022,5.87,6504,6.1,7.5,8.5
E-SAG-15-023,5.89,7120,6.1,7.4,8.3
E-SAG-15-024,6.03,5633,6.2,7.6,8.7
E-SAG-15-025,5.87,4849,6.1,7.6,8.4
E-SAG-15-026,5.93,4673,6.1,7.7,8.5
E-SAG-15-027,5.94,10136,6.1,7.3,8.3
E-SAG-15-028,5.81,6290,6,7.4,8.7
E-SAG-15-029,6.15,4775,6.3,7.8,8.4
E-SAG-15-030,6.06,4738,6.2,7.7,8.7
E-SAG-15-031,5.88,3331,6.1,7.8,8.7
E-SAG-15-032,6.04,5201,6.2,7.7,8.9
E-SAG-15-033,5.57,5545,5.9,7.3,8.7
E-SAG-15-034,5.67,5864,5.9,7.4,7.9
E-SAG-15-035,5.87,4249,6.1,7.7,8.5
E-SAG-15-036,5.77,4283,6,7.6,8.5
E-SAG-15-037,5.97,5477,6.1,7.6,8.5
E-SAG-15-038,5.86,3515,6.1,7.8,8.7
E-SAG-15-039,5.8,11303,6,7.1,7.8
E-SAG-15-040,6.07,5074,6.2,7.7,8.8
E-SAG-15-041,5.96,6145,6.1,7.6,8.4
E-SAG-15-042,5.89,1791,6.1,8.1,7.6
E-SAG-15-043,5.74,3751,6,7.7,8.7
E-SAG-15-044,5.85,6275,6.1,7.5,8.8
E-SAG-15-045,6.09,5286,6.2,7.7,8.3
E-SAG-15-046,5.8,4632,6,7.6,8.4
E-SAG-15-047,6.14,5406,6.3,7.7,8.4
E-SAG-15-048,5.87,3918,6.1,7.7,8.8
E-SAG-15-049,5.93,5403,6.1,7.6,8.8
E-SAG-15-050,5.87,6335,6.1,7.5,8.3
E-SAG-15-051,5.74,4649,6,7.6,8.6
E-SAG-15-052,5.91,7766,6.1,7.4,8.3
E-SAG-15-053,5.66,4360,5.9,7.5,7.8
E-SAG-15-054,5.97,4033,6.1,7.8,8.4
E-SAG-15-055,5.83,4442,6,7.6,8.8
E-SAG-15-056,5.83,4489,6,7.6,8.5
E-SAG-15-057,5.94,3936,6.1,7.8,8.8
E-SAG-15-058,6.06,4199,6.2,7.8,8.6
E-SAG-15-059,5.94,8724,6.1,7.4,8.1
E-SAG-15-060,5.76,5334,6,7.5,7.8
E-SAG-15-061,5.71,7435,6,7.3,8.6
E-SAG-15-062,5.91,4987,6.1,7.6,8.6
E-SAG-15-063,6.02,4697,6.2,7.7,8.6
E-SAG-15-064,5.9,5063,6.1,7.6,8
E-SAG-15-065,5.8,4576,6,7.6,7.8
E-SAG-15-066,5.87,4608,6.1,7.6,8.6
E-SAG-15-067,5.89,6241,6.1,7.5,8.5
E-SAG-15-068,5.88,4723,6.1,7.6,8.8
E-SAG-15-069,6.15,6695,6.3,7.6,8.4
E-SAG-15-070,5.89,5509,6.1,7.6,8.6
E-SAG-15-071,5.87,3519,6.1,7.8,8.8
E-SAG-15-072,5.73,5570,6,7.5,8.2
E-SAG-15-073,5.81,5730,6,7.5,8.4
E-SAG-15-074,6.14,4786,6.3,7.8,8.3
E-SAG-15-075,5.86,5807,6.1,7.5,8.3
E-SAG-15-076,5.77,3206,6,7.8,8.5
E-SAG-15-077,5.94,4047,6.1,7.8,8.6
E-SAG-15-078,5.92,6601,6.1,7.5,8.4
E-SAG-15-079,5.88,6696,6.1,7.5,8.4
E-SAG-15-080,6.12,4356,6.2,7.8,8.7
E-SAG-15-081,6.11,7820,6.2,7.5,8.2
E-SAG-15-082,6,4447,6.2,7.7,8.9
E-SAG-15-083,6.09,5079,6.2,7.7,8.9
E-SAG-15-084,5.82,5673,6,7.5,8.7
E-SAG-15-085,5.93,7235,6.1,7.4,8.4
E-SAG-15-086,5.92,4350,6.1,7.7,8.5
E-SAG-15-087,5.82,4494,6,7.6,8.6
E-SAG-15-088,5.85,6412,6.1,7.5,8.4
E-SAG-15-089,5.95,4892,6.1,7.7,8.2
E-SAG-15-090,6.12,3889,6.2,7.9,8.9
E-SAG-15-091,5.99,5394,6.2,7.6,8.6
E-SAG-15-092,5.93,5198,6.1,7.6,8.4
E-SAG-15-093,5.76,4399,6,7.6,8.5
E-SAG-15-094,6.01,4211,6.2,7.8,8.2
E-SAG-15-095,5.79,5179,6,7.5,8.6
E-SAG-15-096,5.78,6212,6,7.4,8.2
E-SAG-15-097,5.86,37738,6.1,6.6,8.3
E-SAG-15-098,6.06,2539,6.2,8.1,8.9
E-SAG-15-099,5.86,6786,6.1,7.4,8.5
E-SAG-15-100,5.92,4056,6.1,7.7,8.6
E-SAG-15-101,6.07,3612,6.2,7.9,8.8
E-SAG-15-102,5.8,10214,6,7.2,8.1
E-SAG-15-103,5.75,5162,6,7.5,8
E-SAG-15-104,5.88,6632,6.1,7.5,8.3
E-SAG-15-105,5.86,4379,6.1,7.7,8.8
E-SAG-15-106,6.04,5662,6.2,7.6,8.6
E-SAG-15-107,5.9,5213,6.1,7.6,8.4
E-SAG-15-108,6.1,6286,6.2,7.6,8.5
E-SAG-15-109,5.77,4122,6,7.6,8.1
E-SAG-15-110,6.06,4704,6.2,7.8,8.7
E-SAG-15-111,5.8,5230,6,7.5,7.8
E-SAG-15-112,5.73,6314,6,7.4,7.8
E-SAG-15-113,6.12,3221,6.2,8,8.7
E-SAG-15-114,5.86,3624,6.1,7.8,8.9
E-SAG-15-115,5.78,5200,6,7.5,8.4
E-SAG-15-116,5.92,0,6.1,10,7.4
E-SAG-16-001,6.37,9241,6.2,7.4,8.2
E-SAG-16-002,6.55,3529,6.3,8,8.8
